Restrição de Atendimento,Escola,Categoria Administrativa,Endereço,Telefone,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Latitude,Longitude,Bairro
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SAO PEDRO COLEGIO,Privada,"FREI GASPAR, 4180 RUA. COMPANHIA NAUTICA. 11350-000 São Vicente - SP.",(13) 34642522,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9476307,-46.4134301,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CELLULA MATER COLEGIO UNIDADE II,Privada,"PRESIDENTE WILSON, 1252 AVENIDA. CENTRO. 11320-000 São Vicente - SP.",(13) 34676160,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.96954,-46.37363,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SANTA ROSA COLEGIO,Privada,"CAMPOS DE BURY, 187 RUA. CENTRO. 11310-350 São Vicente - SP.",(13) 34695072,Até 50 matrículas de escolarização,Ensino Fundamental,-23.9631106,-46.3943092,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NOTRE DAME ESCOLA UNIDADE II,Privada,"PERO CORREA, 526 RUA. ITARARE. 11320-140 São Vicente - SP.",(13) 35791212,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9698555,-46.3684327,ITARARE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VERDE QUE TE QUERO VERDE ESCOLA,Privada,"FREITAS GUIMARAES, 152 RUA. ITARARE. 11320-140 São Vicente - SP.",(13) 33243624,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.9698196,-46.3699862,ITARARE
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,APAE DE SAO VICENTE ESCOLA DE EDUCACAO ESPECIAL,Privada,"FELICIANA MARCONDES DA SILVA, 205 RUA. VILA CASCATINHA. 11390-220 São Vicente - SP.",(13) 34673991,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,-23.9618542,-46.3828481,VILA CASCATINHA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INTEGRACAO COLEGIO UNIDADE II,Privada,"AGUIAR CAPITAOMOR, 572 AVENIDA. CENTRO. 11310-200 São Vicente - SP.",(13) 35698100,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.96632765,-46.39164985,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NASCIMENTO COLEGIO,Privada,"COSTA REGO, 50 RUA. VILA SAO JORGE. 11380-140 São Vicente - SP.",(13) 35615642,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9547447,-46.3742159,VILA SAO JORGE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LIDER COLEGIO,Privada,"TAMBAU, 123 133. VILA NOSSA SENHORA DE FATIMA. 11355-030 São Vicente - SP.",(13) 34648157,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.9543072,-46.4065133,VILA NOSSA SENHORA DE FATIMA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,APOIO COLEGIO,Privada,"ANTONIO DOS SANTOS BARBOSA, 283 RUA. CIDADE NAUTICA. 11340-320 São Vicente - SP.",(13) 34648361,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9543502,-46.4116252,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FORTEC ESCOLA TECNICA UNID IV,Privada,"WILSON PRESIDENTE, 1013 AVENIDA. ITARARE. 11320-001 São Vicente - SP.",(13) 35692525,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",-23.967344,-46.3782042,ITARARE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CASTELINHO CENTRO DE EDUCACAO,Privada,"JOSE MONTEIRO PREFEITO, 3341 AVENIDA. JARDIM INDEPENDENCIA. 11380-001 São Vicente - SP.",(13) 35613905,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9611846,-46.3763905,JARDIM INDEPENDENCIA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CORACAOZINHO II ESCOLA DE EDUCACAO INFANTIL,Privada,"MONTEIRO LOBATO, 190 AVENIDA. VILA VALENCA. 11380-500 São Vicente - SP.",(13) 34695936,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.96561,-46.37253,VILA VALENCA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SANTA MARGARIDA NUCLEO DE RECREACAO INFANTIL,Privada,"VEREADOR JOSE VICENTE DE BARROS, 41 RUA. VILA MARGARIDA. 11330-560 São Vicente - SP.",(13) 34624108,Até 50 matrículas de escolarização,Educação Infantil,-23.96880083,-46.40244637,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BRANCA DE NEVE ESCOLA DE EDUCACAO INFANTIL,Privada,"MANUEL COVAS RAIA, 389 RUA. VILA SAO JORGE. 11380-070 São Vicente - SP.",(13) 35611712,Até 50 matrículas de escolarização,Educação Infantil,-23.95528,-46.37042,VILA SAO JORGE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LAR DE ASSISTENCIA AO MENOR,Privada,"NICOLAU PATRICIO MOREIRA, 225 RUA. ESPLANADA DOS BARREIROS. 11340-380 São Vicente - SP.",(13) 34643373,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9532628,-46.415752,ESPLANADA DOS BARREIROS
ESCOLA PARALISADA,NOSSA SENHORA DE FATIMA CRECHE MUNICIPAL,Privada,"STELIO MACHADO LOUREIRO, 66 RUA. VILA NOSSA SENHORA DE FATIMA. 11355-240 São Vicente - SP.",(13) 34642627,,,-23.9555476,-46.4048457,VILA NOSSA SENHORA DE FATIMA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SONHO DA CRIANCA CRECHE MUNICIPAL,Privada,"VALE DO PO, 768 VILA MARGARIDA. 11330-670 São Vicente - SP.",(13) 34649897,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9669402,-46.4074435,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CAMINHOS DO SABER COLEGIO,Privada,"R PIO XII, 126 QUADRA 4 LOTE 18 E 1. ESP BARREIROS. 11340-080 São Vicente - SP.",(13) 34699282,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9598957,-46.401741,ESPLANADA DOS BARREIROS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MATTEO BEI II,Pública Municipal,"FREI GASPAR, 2236 RUA. PARQUE SAO VICENTE. 11340-000 São Vicente - SP.",(13) 34678339,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.9591787,-46.3991894,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARINHOSO NUCLEO INFANTIL DE CONVIVENCIA,Privada,"CAPITAO M. AGUIAR CAPITAOMOR, 393 AVENIDA. CENTRO. 11310-200 São Vicente - SP.",(13) 34686056,Até 50 matrículas de escolarização,Educação Infantil,-23.96786,-46.39181,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MAROTYNHO INSTITUTO EDUCACIONAL INFANTIL,Privada,"PREFEITO JOSE MONTEIRO, 56 AVENIDA. VILA VALENCA. 11380-000 São Vicente - SP.",(13) 34698152,Até 50 matrículas de escolarização,Educação Infantil,-23.96126,-46.37657,VILA VALENCA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL RAUL ROCHA DO AMARAL,Pública Municipal,"BELO HORIZONTE, 273 RUA. JARDIM IRMA DOLORES. 11347-750 São Vicente - SP.",(13) 35661060,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",-23.982047,-46.4534113,JARDIM IRMA DOLORES
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL AUGUSTO DE SAINT HILAIRE,Pública Municipal,"MARTINS FONTES, 1000 AVENIDA. CATIAPOA. 11390-200 São Vicente - SP.",(13) 34682924,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9620247,-46.3918101,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROF CONSTANTE LUCIANO CLEMENTE HOULMONT,Pública Municipal,"ANTONIO EMMERICK, 504 AVENIDA. VILA CASCATINHA. 11390-000 São Vicente - SP.",(13) 34682929,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.9616099,-46.3780126,VILA CASCATINHA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR JACOB ANDRADE CAMARA,Pública Municipal,"STELIO MACHADO LOUREIRO, 1071 RUA. CIDADE NAUTICA. 11355-240 São Vicente - SP.",(13) 34641784,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,-23.946888,-46.4062647,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA LEONOR GUIMARAES ALVES STOFFEL,Pública Municipal,"OEIRAS, SN RUA. SAMARITA. 11345-030 São Vicente - SP.",(13) 35760268,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.9902694,-46.4762827,SAMARITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MANOEL NASCIMENTO JUNIOR,Pública Municipal,"ROBERTO KOCK, 300 RUA. VILA JOCKEI CLUBE. 11360-190 São Vicente - SP.",(13) 34644525,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",-23.944009,-46.39953,VILA JOQUEI CLUBE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR OCTAVIO DE CESARE,Pública Municipal,"TENENTE DURVAL DO AMARAL, 183 RUA. CATIAPOA. 11390-300 São Vicente - SP.",(13) 34681938,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.9611229,-46.3859167,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL UNIAO CIVICA FEMININA,Pública Municipal,"RUI BARBOSA, SN PRACA. PARQUE SAO VICENTE. 11360-040 São Vicente - SP.",(13) 34672634,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",-23.9556691,-46.3991328,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO SEBASTIAO RIBEIRO DA SILVA,Pública Municipal,"QUIRINO MARIO BIASOLI, 90 RUA. CIDADE NAUTICA. 11350-440 São Vicente - SP.",(13) 34636347,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",-23.9398491,-46.4181378,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL FRANCISCO MARTINS DOS SANTOS,Pública Municipal,"DONALD ALEXANDRE KEALMAN DOUTOR, 255 RUA. JARDIM RIO BRANCO. 11347-040 São Vicente - SP.",(13) 35663577,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",-23.9774028,-46.4785624,JARDIM RIO BRANCO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO JORGE BIERRENBACH SENRA,Pública Municipal,"LUIZ FERREIRA MORGADO, 1783 RUA. JARDIM RIO BRANCO. 11347-210 São Vicente - SP.",(13) 35660146,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",-23.9847787,-46.4647343,JARDIM RIO BRANCO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO JONAS RODRIGUES,Pública Municipal,"ALEXANDRE SENDIM, 304 RUA. PARQUE BITARU. 11330-420 São Vicente - SP.",(13) 34676024,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9747474,-46.3981686,PARQUE BITARU
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL SAULO TARSO MARQUES DE MELLO,Pública Municipal,"DOZE, 140 RUA. PARQUE CONTINENTAL. 11348-390 São Vicente - SP.",(13) 34064593,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",-23.9566059,-46.4580674,PARQUE CONTINENTAL
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL VILA JOQUEI,Pública Municipal,"FERNANDO FERRARI, SN RUA. VILA JOCKEI CLUBE. 11360-360 São Vicente - SP.",(13) 34634710,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9417604,-46.402405,VILA JOQUEI CLUBE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA REGINA CELIA DOS SANTOS,Pública Municipal,"DE VISCONDE TAMANDARE, 385 AVENIDA. CENTRO. 11310-441 São Vicente - SP.",(13) 35767721,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.9660891,-46.39018,CENTRO
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,UNIDADE EDUCACIONAL ANA LUCIA ALMEIDA DE OLIVEIRA,Pública Municipal,"JOAO FRANCISCO BENSDORP, 201 AVENIDA. CIDADE NAUTICA. 11350-010 São Vicente - SP.",(13) 34624924,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.95536,-46.410212,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA VERA LUCIA MACHADO MASSIS,Pública Municipal,"JOAO FRANCISCO BENSDORP, 1381 AVENIDA. CIDADE NAUTICA. 11350-011 São Vicente - SP.",(13) 34639166,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.9467563,-46.4167258,CIDADE NAUTICA
ESCOLA PARALISADA,PAULA LOURENCO DE OLIVEIRA CRECHE MUNICIPAL,Pública Municipal,"RUA LIBANIA DE LIMA CROOCK, 844 RUA. VILA MARGARIDA. 11335-050 São Vicente - SP.",(13) 34630292,,,-23.9655817,-46.4090191,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TIO JOSE CRECHE MUNICIPAL,Pública Municipal,"OITO, 240 RUA. VILA MARGARIDA. 11330-380 São Vicente - SP.",(13) 34630245,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9731244,-46.4075119,VILA MARGARIDA
ESCOLA PARALISADA,PASTORIL CRECHE MUNICIPAL,Pública Municipal,"RUA SAO MIGUEL DOS CAMPOS, 173 RUA. JARDIM NOSSO LAR. 11370-440 São Vicente - SP.",(13) 34670689,,,-23.9509605,-46.3871484,JARDIM NOSSO LAR
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRIANCA ESPERANCA CRECHE MUNICIPAL,Pública Municipal,"VINTE E DOIS, 120 RUA. JARDIM RIO BRANCO. 11347-080 São Vicente - SP.",(13) 35760355,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9750069,-46.4772504,JARDIM RIO BRANCO
ESCOLA PARALISADA,ISIDORO MENDES INSTITUTO GLAID SENA CRECHE MUNICIPAL,Pública Municipal,"DOUTOR ALCIDES DE ARAUJO, 25 VILA CASCATINHA. 11370-200 São Vicente - SP.",(13) 35610283,,,-23.9614471,-46.3838512,VILA CASCATINHA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NOVA ESPERANCA CRECHE MUNICIPAL,Pública Municipal,"CINCO, 351 RUA. JARDIM QUARENTENARIO. 11347-460 São Vicente - SP.",(13) 35760329,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9803884,-46.4603493,JARDIM QUARENTENARIO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA JOSEFA DA SILVA CRECHE MUNICIPAL,Pública Municipal,"SENADOR SALGADO FILHO, 1040 AVENIDA. VILA JOQUEI CLUBE. 11360-200 São Vicente - SP.",(13) 34630519,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.942471,-46.3959859,VILA JOQUEI CLUBE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ONDINA MARQUES DE MELO CRECHE MUNICIPAL,Pública Municipal,"PADRE ANDRE SOVERAL, SN RUA. VILA EMA. 11345-310 São Vicente - SP.",(13) 35760316,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9930787,-46.4906514,VILA EMA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SANTA TEREZINHA CRECHE MUNICIPAL,Pública Municipal,"BRASILIA, 30 AVENIDA. JARDIM IRMA DOLORES. 11347-550 São Vicente - SP.",(13) 35760234,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.9801338,-46.4533914,JARDIM IRMA DOLORES
ESCOLA PARALISADA,LUIZ GONZAGA OLIVEIRA GOMES CRECHE MUNICIPAL,Pública Municipal,"PAULO HORCEL, 251 263. JAPUI. 11325-100 São Vicente - SP.",(13) 35670206,,,-23.98871,-46.3941201,JAPUI
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VOVO RAIMUNDO CRECHE MUNICIPAL,Pública Municipal,"CAPITAO ANTAO DE MOURA, 47 RUA. PARQUE BITARU. 11330-100 São Vicente - SP.",(13) 34660427,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9712024,-46.3942663,PARQUE BITARU
ESCOLA PARALISADA,JUDITH CUNHA AMORIM CRECHE MUNICIPAL,Pública Municipal,"RUA MIGUEL PASQUARELLI, 267 RUA. ESPLANADA DOS BARREIROS. 11340-360 São Vicente - SP.",(13) 34630595,,,-23.9536826,-46.4148289,ESPLANADA DOS BARREIROS
ESCOLA PARALISADA,ALEXANDER DE SOUZA BARREIRA CRECHE MUNICIPAL,Pública Municipal,"FRANCISCO XAVIER DOS PASSOS, 43 RUA. VILA SAO JORGE. 11380-040 São Vicente - SP.",(13) 35610364,,,-23.9587956,-46.3733857,VILA SAO JORGE
ESCOLA PARALISADA,MENINO JESUS CRECHE MUNICIPAL,Pública Municipal,"ALVARO TREVISAN, 185 VILA NOVA SAO VICENTE. 11346-340 São Vicente - SP.",(13) 35760284,,,-23.9897059,-46.48799,VILA NOVA SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL ERCILIA NOGUEIRA COBRA,Pública Municipal,"VALE DO PO, 400 RUA. VILA MARGARIDA. 11330-670 São Vicente - SP.",(13) 34645146,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",-23.9696966,-46.4049972,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CIRCUITO ESCOLA TECNICA NA AREA DA SAUDE,Privada,"GASPAR FREI, 2450 RUA. PARQUE SAO VICENTE. 11340-000 São Vicente - SP.",(13) 34661000,Entre 501 e 1000 matrículas de escolarização,Educação Profissional,-23.9581216,-46.4010952,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CMEJA DE SAO VICENTE CEJAIN,Pública Municipal,"CAPITAOMOR AGUIAR, 798 CENTRO. 11310-200 São Vicente - SP.",(13) 34695470,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,-23.96437,-46.39122,CENTRO
ESCOLA PARALISADA,CMEJA DE SAO VICENTE CEJACON,Pública Municipal,"QUARENTENARIO, 1001 JARDIM IRMA DOLORES. 11347-520 São Vicente - SP.",(13) 35763380,,,-23.9842,-46.46252,JARDIM IRMA DOLORES
ESCOLA PARALISADA,TIC TAC CRECHE MUNICIPAL,Pública Municipal,"ALESSANDRIA, 5 RUA. VILA MARGARIDA. 11330-630 São Vicente - SP.",(13) 34620256,,,-23.9666957,-46.4018259,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EL SHADAY CRECHE MUNICIPAL,Pública Municipal,"TAMOIOS, 149 RUA. PARQUE SAO VICENTE. 11360-070 São Vicente - SP.",(13) 34660399,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9571176,-46.4004245,PARQUE SAO VICENTE
ESCOLA PARALISADA,ZEZE MASSUNO PROFA CRECHE MUNICIPAL COMUNITARIA,Pública Municipal,"FREI GASPAR, 4237 RUA. CIDADE NAUTICA. 11350-000 São Vicente - SP.",(13) 34630709,,,-23.9478082,-46.4137275,CIDADE NAUTICA
ESCOLA PARALISADA,HEBERT DE SOUZA CRECHE MUNICIPAL BETINHO,Pública Municipal,"TREZE, 70 RUA. VILA MATIAS. 11345-270 São Vicente - SP.",(13) 35670267,,,-23.9897629,-46.4915425,VILA MATIAS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO FERNANDO DOS REIS PREF CRECHE MUNICIPAL,Pública Municipal,"VINTE E DOIS DE JANEIRO, 630 CENTRO. 11310-090 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9666121,-46.3932471,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL ANTONIO PACIFICO,Pública Municipal,"ANADIR DIAS DE CARVALHO, 438 RUA. VILA JOCKEI CLUBE. 11360-400 São Vicente - SP.",(13) 34646586,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",-23.9391079,-46.3968223,VILA JOQUEI CLUBE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL ARMINDO RAMOS,Pública Municipal,"SERGIPE, 131 RUA. SAMARITA. 11345-050 São Vicente - SP.",(13) 35661165,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",-23.9911652,-46.477164,SAMARITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR GILSON KOOL MONTEIRO,Pública Municipal,"RIVALDO DE LIMA FERREIRA, SN VILA MATIAS. 11345-290 São Vicente - SP.",(13) 35662717,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9891701,-46.4922337,VILA MATIAS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PASTOR JOAQUIM RODRIGUES DA SILVA,Pública Municipal,"JOAO FRANCISCO BENSDORF, 301 CIDADE NAUTICA. 11350-010 São Vicente - SP.",(13) 34642173,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,-23.9547723,-46.4107385,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA LAURA FILGUEIRAS,Pública Municipal,"MARECHAL EUCLIDES ZENOBIO DA COSTA, 75 RUA. VILA MATEO BEI. 11335-330 São Vicente - SP.",(13) 34631420,Mais de 1000 matrículas de escolarização,Ensino Fundamental,-23.961664,-46.4070049,VILA MATEO BEI
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR LUCIO MARTINS RODRIGUES,Pública Municipal,"ODAIR MULLER DE AZEVEDO MARQUES, 434 RUA. VILA MARGARIDA. 11330-690 São Vicente - SP.",(13) 34646289,Mais de 1000 matrículas de escolarização,Ensino Fundamental,-23.968206,-46.4093173,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR LUIZ PINHO DE CARVALHO FILHO,Pública Municipal,"DOUTOR JOSE SINGER, 369 RUA. CONJUNTO RESIDENCIAL HUMAITA. 11349-020 São Vicente - SP.",(13) 34662298,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,-23.9485044,-46.4611603,CONJUNTO RESIDENCIAL HUMAITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR RENAN ALVES LEITE,Pública Municipal,"DOUTOR ALCIDES DE ARAUJO, 1030 AVENIDA. JARDIM PARAISO. 11370-200 São Vicente - SP.",(13) 35613211,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",-23.9526488,-46.3836385,JARDIM PARAISO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO JOSE MEIRELLES,Pública Municipal,"TUPA, 345 RUA. QUARENTENARIO. 11347-030 São Vicente - SP.",(13) 35768396,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9775444,-46.4566911,JARDIM QUARENTENARIO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO ANTONIO FERNANDO DOS REIS,Pública Municipal,"JUIZ DE FORA, 90 AVENIDA. VILA VOTURUA. 11380-420 São Vicente - SP.",(13) 35617722,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9624877,-46.3695272,VILA VOTURUA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PREFEITO LUIZ BENEDITINO FERREIRA,Pública Municipal,"DOUTOR POLYDORO DE OLIVEIRA BITTENCOURT, 333 RUA. VILA MARGARIDA. 11330-570 São Vicente - SP.",(13) 34611030,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9674564,-46.4021862,VILA MARGARIDA
