NOME,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,DS_TURNO_ATENDIMENTO,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_AMBULATORIAL_SUS
SAMU 192 SAO VICENTE 5,11321000,AVENIDA AYRTON SENNA,S/N,ITARARE,34631915,-23972157.0,-46368835.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,,,0.0,0.0,NAO
DERMA REUMA CLINICA ESPECIALIZADA LTDA SAO VICENTE,11320910,AV PRESIDENTE WILSON,89,ITARARE,13 34685192,-239686624.0,-46375718.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
PCF SAUDE INTEGRATIVA SV,11320001,PRESIDENTE WILSON,1473,ITARARE,13 96401004,-239655092075.0,-46382163763.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JULIA BITTENCOURT NUTRICIONISTA SAO VICENTE,11320202,AV MANOEL DA NOBREGA,1439,ITARARE,1336180913,-239681617093.0,-463601340736.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
AMOR SAUDE SAO VICENTE,11320130,MESSIA ASSU,443,ITARARE,13 35693700,-239729558.0,-463729507.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
AME AMBULATORIO MEDICO DE ESPECIALIDADES DE SAO VICENTE,11320001,AVENIDA PRESIDENTE WILSON,291,ITARARE,(13) 3569-4100,-239710309.0,-463709772.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,1.0,0.0,0.0,1.0,1.0,1.0,SIM
ODONTO PRAIA SAO VICENTE,11320160,RUA ONZE DE JUNHO,292,ITARARE,1334675553,-23971306.0,-46372543.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ESF JAPUI SAO VICENTE,11325000,AV TUPINIQUINS,S/N,JAPUI,(13)35671344,-23984736.0,-4639504.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
UNIDADE BASICA DE SAUDE JARDIM GUASSU SAO VICENTE,11370580,RUA LAGARTO,101,JARDIM GUASSU,(13)35612004,-23951725.0,-46380155.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
ADRIANA PEREIRA MANTOVANELLI SAO VICENTE,11380001,AVENIDA PREFEITO JOSE MONTEIRO,765,JARDIM INDEPENDENCIA,35611797,-239641685166.0,-463717621565.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
FARMA CONDE FILIAL 133 SV,11380001,PREFEITO JOSE MONTEIRO,587,JARDIM INDEPENDENCIA,12 39324721,-239640116524.0,-463723039627.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,,,1.0,0.0,NAO
DROGARIA CARREFOUR DSV,11380001,PREFEITO JOSE MONTEIRO,1045,JARDIM INDEPENDENCIA,11 37796000,-239674111509.0,-463695466518.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,,,1.0,0.0,NAO
CATUENSE SAO VICENTE,11347590,DA MARKET,810,JARDIM IRMA DOLORES,13 974184177,-239727344826.0,-464490365982.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
DRIELEN CARVALHO S DE PAULA PSICOLOGA SV,11370610,SAO CRISTOVAO,75,JARDIM PARAISO,13 96736478,-23951645741.0,-463825714588.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
ESF RIO BRANCO II E III SAO VICENTE,11347150,RUA EDUARDO CACAO,S/N,JARDIM RIO BRANCO,1335661188,-23980961.0,-46473008.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
ESF JARDIM RIO BRANCO SAO VICENTE,11347020,RUA ANTONIO RISCALLE HUSNE,1760,JARDIM RIO BRANCO,1335662773,-239793252.0,-464706032.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
PRONTO SOCORRO RIO BRANCO SAO VICENTE,11347000,AV DEPUTADO ULISSES GUIMARAES,721,JARDIM RIO BRANCO,,-239799557.0,-464732449.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",0.0,0.0,0.0,0.0,1.0,0.0,SIM
CAPS II JARDIM RIO BRANCO CENTRO DE ATENCAO PSICOSSOCIAL,11347040,RUA DONALD ALEXANDRE KEALMAN,S/N,JARDIM RIO BRANCO,1335767674,-239809524.0,-464742047.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CENTRO DE AT ESP SAUDE DA PESSOA COM DEF REABILITAR II SV,11347000,AV DR ULISSES GUIMARAES,601,JARDIM RIO BRANCO,1335765804,-23982251.0,-46470455.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
CEO III JD RIO BRANCO SAO VICENTE,11347000,AV DEPUTADO ULISSES GUIMARAES,1431,JARDIM RIO BRANCO,1335661713,-239832739581.0,-46468524461.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
FARMA CONDE FILIAL 396 SV,11347520,IRMA DOLORES,1005,JARDIM RIO BRANCO,12 39324721,-239842136998.0,-464625656605.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,,,1.0,0.0,NAO
DROGARAIA LJ 1920 SV,11347000,DEPUTADO ULISSES GUIMARAES,1607,JARDIM RIO BRANCO,11 37695731,-239844097493.0,-464669752121.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
WLADEMIR PATARO DE CASTRO SAO VICENTE,11347000,AVENIDA DEPUTADO ULISSES GUIMARAES,1547,JARDIM RIO BRANCO,,-239839289535.0,-464674982745.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
E S F JARDIM RIO NEGRO,11347430,RUA E,110,JARDIM RIO NEGRO,35668321,-23985097.0,-46462524.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
LUIZ ALBERTO RIBEIRO BRAS SAO VICENTE,11370350,RUA FRANCISCO SILVA SANTOS,20,JD GUASSU,(13)34664248,-23.9515301,-46.376334,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CAPS I CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL SAO VICENTE,11370540,RUA SANTO ANTONIO,64,JD GUASSU,1334669813,-2395249.0,-46374908.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
ODONTO SPECIALITTE SAO VICENTE,11380510,RUA BERTA CRAVEIRO LOPES,36,JD INDEPENDENCIA,1335613842,-239616804.0,-463746192.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
UNIERO RADIOLOGIA,11380510,RUA BERTA CRAVEIROS LOPES,40,JD INDEPENDENCIA,1333243296,-23963159.0,-46374237.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
UBIRAJARA DE MELLO JUNIOR SAO VICENTE,11380510,RUA BERTA CRAVEIRO LOPES,36,JD INDEPENDENCIA,(13)35611430,-239616804.0,-463746192.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARYANE SASSI TELLES BAPTISTA SAO VICENTE,11380001,AV PREFEITO JOSE MONTEIRO,577,JD INDEPENDENCIA,(13)30214984,-239632351.0,-463750358.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
TOPFISIO CLINICA DE FISIOTERAPIA LTDA SAO VICENTE,11380000,AV PREFEITO JOSE MONTEIRO,844,JD INDEPENDENCIA,34698765,-239653011511.0,-46370831961.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
PRISCILLA KATHERINE DE CARVALHO,11380001,AV PREFEITO JOSE MONTEIRO,765,JD INDEPENDENCIA,35612519,-23.9632161,-46.3750197,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
UNIDADE DE SAUDE DA MULHER DAVID CAPISTRANO SAO VICENTE,11347725,RUA SALVADOR,60,JD IRMA DOLORES,1335765828,-23980172.0,-46451803.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
PATRICIA DUARTE IGNACIO DE SOUZA SAO VICENTE,11370570,RUA PROPRIA,114,JD PARAISO,13 30289291,-23.951714,-46.3789648,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CENTRO MEDICO POPULAR DE SAO VICENTE,11347000,AV DEPUTADO ULISSES GUIMARAES,1443,JD RIO BRANCO,1333290029,-23983278.0,-46468887.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
HOSPITAL DE CAMPANHA COVID 19 SV CONTINENTAL,11347070,RUA JOSE FAGUNDES BEZERRA,S/N,JD RIO BRANCO,,-23971702.0,-46477487.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",0.0,0.0,0.0,0.0,1.0,1.0,SIM
SAMU 192 SAO VICENTE 9,11347000,AV ULISSES GUIMARAES,231,JD RIO BRANCO,1335760245,-23976426.0,-46477743.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,,,0.0,0.0,NAO
SAMU 192 MOTOLANCIA 2 SAO VICENTE,11347000,AV ULISSES GUIMARAES,231,JD RIO BRANCO,(13)3576-0245,-2397629.0,-46477574.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,,,0.0,0.0,NAO
SAMU 192 MOTOLANCIA 1 SAO VICENTE,11347000,AV ULISSES GUIMARAES,231,JD RIO BRANCO,(13)3576-0245,-2397629.0,-46477574.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,,,0.0,0.0,NAO
SAMU 192 MOTOLANCIA 3 SAO VICENTE,11347000,AV ULISSES GUIMARAES,231,JD RIO BRANCO,(13)3576-0245,-2397629.0,-46477574.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,,,0.0,0.0,NAO
FARMACIA POPULAR DO BRASIL SAO VICENTE,11347000,AV ULISSES GUIMARAES,791,JD RIO BRANCO,35767913,-23.9803632,-46.4727004,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,,,1.0,0.0,NAO
CLINICA MEDICA DRA MICHELE MELO SAO VICENTE,11347000,AV DEPUTADO ULISSES GUIMARAES,1546,JD RIO BRANCO,(13) 35766823,-23.9803632,-46.4727004,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
SAMU 192 SAO VICENTE 2,11347000,AV ULISSES GUIMARAES,231,JD RIO BRANCO,1335760245,-2397629.0,-46477574.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,,,0.0,0.0,NAO
L A C SAUDE MAIS,11347000,AV DEPUTADO ULISSES GUIMARAES,1671,JD RIO BRANCO,1335666482,-239799667.0,-464732385.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
SAMU 192 SAO VICENTE 7,11347000,AV ULISSES GUIMARAES,231,JD RIO BRANCO,1335760245,-23976383.0,-46477606.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,,,0.0,0.0,NAO
UNIDADE BASICA DE SAUDE JIP SAO VICENTE,11360190,RUA ROBERTO KOCH,584,JOQUEI CLUBE,(13)35663595,-23941528.0,-46399216.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
UNIDADE BASICA DE SAUDE SAMBAIATUBA SAO VICENTE,11365180,PRACA DOM BOSCO,S/N,JOQUEI CLUBE,1334638727,-23945412.0,-46389951.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
CENTRO DE AT ESP A SAUDE DA CRIANCA COM DEF SAO CAMILO SV,11350010,AV JOAO FRANCISCO BENSDORP,261,NAUTICA III,(13)34621170,-23954943.0,-46410414.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
UNIDADE BASICA DE SAUDE PARQUE BITARU SAO VICENTE,11330205,PRACA INFANTE DOM HENRIQUE,S/N,PARQUE BITARU,(13)34671757,-2397123.0,-46394617.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
PRONTO SOCORRO CENTRAL SAO VICENTE,11330800,AV MARECHAL CANDIDO MARIANO DA SILVA RONDON,425,PARQUE BITARU,1335695900,-239620385785.0,-463972377777.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",0.0,0.0,0.0,0.0,1.0,0.0,SIM
FERNANDO LUIS MORETTI DA SILVA SAO VICENTE,11330200,AV CAPITAO LUIZ ANTONIO PIMENTA,397,PARQUE BITARU,(13) 30218521,-23.9714434,-46.3910594,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
UNIDADE BASICA DE SAUDE PARQUE DAS BANDEIRAS SAO VICENTE,11346005,PRACA DARIO AREDES LACERDA,70,PARQUE DAS BANDEIRAS,1335662163,-2398463855.0,-46484841474.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
ACADEMIA DA SAUDE PARQUE SAO VICENTE,11360240,PRACA DOM PEDRO I,S/N,PARQUE SAO VICENTE,13997245295,-239521306746.0,-46398146903.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,,,1.0,0.0,NAO
VIANNA MEDICINA ESPECIALIZADA SAO VICENTE,11360000,RUA GUARANY,314,PARQUE SAO VICENTE,1335681462,-239508024.0,-463969633.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
UNIDADE BASICA DE SAUDE PARQUE SAO VICENTE SAO VICENTE,11360240,PRACA DOM PEDRO I,S/N,PARQUE SAO VICENTE,1334641565,-23952042.0,-46398168.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
INSTITUTO ADESAF SAO VICENTE,11360000,GUARANY,70,PARQUE SAO VICENTE,13 35684191,-239590420419.0,-463977595184.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
CRUZ AZUL DE SAO PAULO AMBULATORIO SAO VICENTE,11360040,PRACA RUI BARBOSA,238,PARQUE SAO VICENTE,(13) 34655500,-2395544765.0,-4639883165.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
FABIULA MARTINS LOURENCO SAO VICENTE,11340000,RUA FREI GASPAR,2160,PARQUE SAO VICENTE,34662366,-239592738479.0,-463985111612.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
UNIDADE BASICA DE SAUDE POMPEBA SAO VICENTE,11355150,RUA ANTONIO DA COSTA,S/N,POMPEBA,1334641815,-239402078344.0,-464058791618.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
UNIDADE BASICA DE SAUDE PONTE NOVA SAO VICENTE,11347725,RUA SALVADOR,70,PONTE NOVA,1335661155,-239799098604.0,-464525552274.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
FLAVIA REGINA MARTINS DE OLIVEIRA SAO VICENTE,11310070,R JACOB EMERICK,1398,PQ BITARU,34676962,-23.9649758,-46.391263,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ESF CONTINENTAL SAO VICENTE,11348000,AV CENTRAL,940,PQ CONTINENTAL,1335641424,-239550938.0,-464586081.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
E S F GLEBA II,11346250,AV DR CELSO SANTOS,510,PQ DAS BANDEIRAS,1335662456,-23981971.0,-46489672.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
PRONTO ATENDIMENTO PARQUE DAS BANDEIRAS SAO VICENTE,11346000,AV ESMERALDO SOARES TARQUINO DE CAMPOS,S/N,PRQ DAS BANDEIRAS,(13)35661305,-239850420069.0,-464845812321.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",0.0,0.0,0.0,0.0,1.0,0.0,SIM
UNIDADE BASICA DE SAUDE SAMARITA SAO VICENTE,11345050,RUA SERGIPE,70,SAMARITA,1335661544,-23991082.0,-46477362.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
CDP LUIS CESAR LACERDA DE SAO VICENTE,11346300,RODOVIA PADRE MANOEL DA NOBREGA,S/N,SAMARITA,(13) 3576-9890,-23937453.0,-464641942.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
PENITENCIARIA I DR GERALDO DE ANDRADE VIEIRA DE SAO VICENTE,11348900,RODOVIA PADRE MANOEL DA NOBREGA,66,SAMARITA,(13) 3406-1311,-2396176.0,-464727.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",0.0,0.0,0.0,0.0,1.0,0.0,NAO
PENITENCIARIA II DE SAO VICENTE,11348910,RODOVIA PADRE MANOEL DA NOBREGA,282,SAMARITA,(13) 3565-3600,-2392884.0,-4646753.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
MAXIMA DROGARIA SV,11345400,PIASSABUCU,15,SAMARITA,13 07354102,-239900362422.0,-464742171764.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,,,1.0,0.0,NAO
CASA VILA DE SAO VICENTE,11346300,PADRE MANOEL DA NOBREGA SP 55,S/N,SAMARITA,13 34063635,-239617836699.0,-464738363028.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",0.0,0.0,0.0,0.0,0.0,0.0,NAO
ODONTO TEDESCO SAO VICENTE,11390000,AV ANTONIO EMMERICH,110,VILA CASCATINHA,(13) 3022-4187,-23.9559378,-46.3752029,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
EUROFINS CLINICAL DIAGNOSTICS SAO VICENTE,11390001,ANTONIO EMMERICK,245,VILA CASCATINHA,13 32341056,-239623649.0,-463795083.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
AMB IRMA DOLORES SERV APOIO PSICOSSOCIAL S VICENTE,11390000,AV ANTONIO EMERICH,94,VILA CASCATINHA,1335690150,-23963526.0,-46381315.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARIANA MARQUES BORRALHO SAO VICENTE,11370100,AVENIDA MOTTA LIMA,10,VILA CASCATINHA,,-23961488.0,-4637868.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
CLINICA ODONTOLOGICA ODONTOYOU SS LTDA SAO VICENTE,11390000,AVENIDA ANTONIO EMMERICK,358,VILA CASCATINHA,13 33268915,-239623649.0,-463795083.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
UVZ UNIDADE DE VIGILANCIA EM ZOONOSES SV,11390001,AV ANTONIO EMERICK,750,VILA CASCATINHA,34639373,-239598201502.0,-463766786456.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,,,0.0,0.0,SIM
ALMOXARIFADO DA SAUDE SAO VICENTE,11330800,AV PREFEITO JOSE MONTEIRO,111,VILA CASCATINHA,35611545,-239615998412.0,-463760724664.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,,,0.0,0.0,NAO
ESF VILA EMA E ESF VILA NOVA SAO VICENTE S VICENTE,11345310,RIA PADRE ANDRE DE SOVERAL,240,VILA EMA,1335664219,-239925651432.0,-464914155006.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
UNIDADE BASICA DE SAUDE VILA MARGARIDA SAO VICENTE,11330570,RUA POLYDORIO DE OLIVEIRA BITTENCOURT,299,VILA MARGARIDA,1334632324,-23967141.0,-46401743.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
ESF SAQUARE SAO VICENTE,11330710,RUA DO MEIO,S/N,VILA MARGARIDA,1334640550,-23971338.0,-46409836.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
CAPS II DOMINGOS STAMATO SAO VICENTE,11330570,RUA POLYDORO DE OLIVEIRA BITTENCOURT,299,VILA MARGARIDA,(13)34644450,-239678721.0,-464029399.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CAPS AD II SAO VICENTE,11330570,R POLIDORO DE OLIVEIRA BITENCOURT,299,VILA MARGARIDA,34639557,-23963563.0,-46381299.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CENTRO MEDICO DE ESPECIALIDADES INFANTIS SAO VICENTE,11330570,RUA DR POLYDORO OLIVEIRA BITTENCOURT,299,VILA MARGARIDA,1334650900,-23966935.0,-46401421.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
INOVACAO SERVICOS TECNICOS EM RADIOLOGIA LTDA EPP,11335000,RUA ERNESTO INTRIERI,65,VILA MARGARIDA,13-97713231,-23.9614016,-46.4052211,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
UNIDADE DE SAUDE DO ADOLESCENTE SAO VICENTE,11330570,RUA POLYDORO DE OLIVEIRA BITTENCOURT,299,VILA MARGARIDA,1334650900,-2396695.0,-46401491.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
UNIDADE BASICA DE SAUDE CENTRAL SAO VICENTE,11390001,AV ANTONIO EMMERICH,509,VILA MELO,(13)35690300,-2396114.0,-46378231.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
HOSPITAL ANA COSTA SAO VICENTE,11330800,AV MARECHAL CANDIDO MARIANO RONDON,155,VILA NOSSA DO AMPARO,(13) 3579-1122,-239627192.0,-463877297.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
CENTRO DE AT ESP A SAUDE DA PESSOA COM DEF REABILITAR I SV,11380090,AV MINAS GERAIS ESQUINA RUA COSTA REGO,19,VILA SAO JORGE,(13)35690152,-239560701528.0,-463691711426.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
CAPS III MATER SAO VICENTE,11380140,AV MINAS GERAIS ESQUINA RUA COSTA REGO,19,VILA SAO JORGE,1334687057/34671413,-23956025.0,-46369193.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",0.0,0.0,0.0,0.0,1.0,0.0,SIM
HOSPITAL DO VICENTINO,11380090,AV MINAS GERAIS,19,VILA SAO JORGE,1335630600,-23964285.0,-46387294.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",1.0,0.0,0.0,1.0,1.0,1.0,SIM
ODONTOKER SAO VICENTE,11380001,AV ANTONIO EMMERICH,1748,VILA SAO JORGE,,-23.9559378,-46.3752029,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CAD II CENTRO DE APOIO E DIAGNOSTICO SAO VICENTE,11380140,AV MINAS GERAIS ESQUINA RUA COSTA REGO,19,VILA SAO JORGE,1335694940,-23956136334.0,-463692784309.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,SIM
CATO CENTRO DE ATENDIMENTO EM TRAUMATOLOGIA E ORTOPEDIA,11380140,AV MINAS GERAIS ESQUINA RUA COSTA REGO,19,VILA SAO JORGE,(13) 35690141,-239000575145.0,-463787983388.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
FARMA CONDE FILIAL 458 SV,11390000,ANTONIO EMMERICH,260,VILA SAO JORGE,12 39324721,-239626660438.0,-46379878521.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,,,1.0,0.0,NAO
