NOME,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,DS_TURNO_ATENDIMENTO,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_AMBULATORIAL_SUS
CELSO DA SILVA NORONHA SAO VICENTE,11320120,RUA FREI GASPAR,739,CENTRO,(13)34689587,-239656072465.0,-463865947723.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ROBERTO DI GIOVANNI VERGARA SAO VICENTE,11310061,RUA FREI GASPAR,305,CENTRO,(13)34673042,-23.9359122,-46.3305821,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ROGERIA RITA DE CASSIA PALMA SAO VICENTE,11310061,RUA FREI GASPAR,739,CENTRO,(13)34684853,-239656121484.0,-463867074251.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA DR ROGERIO CORSO SAO VICENTE,11310071,JACOB EMERICK,365,CENTRO,13 34692127,-239677640858.0,-463851356506.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
LOURDES APARECIDA NORONHA SAO VICENTE,11320001,AV PRESIDENTE WILSON,1473,CENTRO,(13)34683000,-23.6072471,-46.5797221,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
DR MILTON FERREIRA SAO VICENTE,11310010,AVENIDA PRESIDENTE WILSON,1473,CENTRO,34695151,-239653033253.0,-463822683692.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ANA PAULA VILLANI BORDA SAO VICENTE,11310060,RUA FREI GASPAR,795,CENTRO,34696121,-23965291.0,-46387222.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
LILIAN GRELLET SAO VICENTE,11310060,R FREI GASPAR,931,CENTRO,(13)34699156,-23.9359122,-46.3305821,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ANTONIO JOSE GOUVEIA SAO VICENTE,11390010,AV PRESIDENTE WILSON,1473,CENTRO,(13)34694909,-22.9125015,-43.1742935,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARIA CRISTINA CHIEFFI AAGAARD SAO VICENTE,11390010,R FREI GASPAR,637,CENTRO,(13)94694397,-23.9359122,-46.3305821,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
GRAZIELA DE MELO RABELO FRAYHA SAO VICENTE,11310400,RUA QUINZE DE NOVEMBRO,576,CENTRO,(13)34682928,-23965569.0,-46386701.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
SANDRA MARA BARBOSA DOS SANTOS SAO VICENTE,11320001,AV PRESIDENTE WILSON,1473,CENTRO,(13)34687700,-23965412.0,-46382251.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
TERESA CRISTINA C FRABREGA DE CARVALHO SAO VICENTE,11310040,R PADRE ANCHIETA,331,CENTRO,(13)34686267,-23967204.0,-46384594.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
GILMAR ALVES DE OLIVEIRA SAO VICENTE,11340190,AV PREFEITO JOSE MONTEIRO,422,CENTRO,,-23.9632161,-46.3750197,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
IBV INSTITUTO BRASILEIRO DE VISAO SAO VICENTE,11390010,RUA FREI GASPAR,739,CENTRO,(13)35691100,-23965656266.0,-463866484165.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
MAURITY RIBEIRO DE FREITAS SAO VICENTE,11320915,AVENIDA PRESIDENTE WILSON,1473,CENTRO,(13)34682885,-22.9127235,-43.1746828,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
THAIS MARIA PEREZ LARANJA GONCALVES SAO VICENTE,11310000,JOAO RAMALHO,630,CENTRO,(13)34663875,-21.1660911,-47.8008039,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
FABIANA DO CARMO PELEGRINI SAO VICENTE,11310060,FREI GASPAR,931,CENTRO,(13)30222745,-23.9359122,-46.3305821,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ORTOSERV SAO VICENTE,11310000,PADRE ANCHIETA,331,CENTRO,(13)34686267,-22.8981158,-43.1220392,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",0.0,0.0,0.0,0.0,1.0,0.0,NAO
RENAULD TEOFILO BELLEGARD FILHO SAO VICENTE,11310000,PADRE ANCHIETA,331,CENTRO,(13)32395151,-22.8981158,-43.1220392,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JEAN KHATER FILHO SAO VICENTE,11310010,RUA MARTIM AFONSO,230,CENTRO,(13)34689696,-239674062491.0,-463859456778.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
OLGAIR TEREZINHA DO AMARAL BROD SAO VICENTE,11320001,AVENIDA PRESIDENTE WILSON,1473,CENTRO,(13)34699148,-23.6072471,-46.5797221,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
SILVIA HELENA BOAVENTURA SAO VICENTE,11320001,AV PRESIDENTE WILSON,1147,CENTRO,13991360671,-2396257.0,-4637967.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
SHEILA PROENCA DINIZ SAO VICENTE,11320915,AV PRESIDENTE WILSON,1473,CENTRO,(13)34685337,-239654601879.0,-463821879029.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ELMA SOBRAL DE GOES SAO VICENTE,11310060,RUA FREI GASPAR,739,CENTRO,(13)34671705,-23.9359122,-46.3305821,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLAYTON TIMOTEO BUENO RAMOS SAO VICENTE,11310070,RUA JACOB EMMERICH,379,CENTRO,(13)34682270,-23967653.0,-46385112.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARCELO HENRIQUE BRITO DOS SANTOS SAO VICENTE,11310061,RUA FREI GASPAR,931,CENTRO,(13)34683049,-23.9359122,-46.3305821,ATENDIMENTO COM TURNOS INTERMITENTES,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JULIO CESAR ALBINO SAO VICENTE,11310061,RUA FREI GASPAR,931,CENTRO,(13)34683049,-23.9359122,-46.3305821,ATENDIMENTO COM TURNOS INTERMITENTES,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JUREMA DA SILVA SAO VICENTE,11310000,RUA FREI GASPAR,931,CENTRO,(13)34684943,-23964547.0,-46388612.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
SIMONE CABRAL REBELO ASSUNCAO SAO VICENTE,11310061,RUA FREI GASPAR,931,CENTRO,(13)34672646,-23.9359122,-46.3305821,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JOSE GUSTAVO LOPES TAVARES SAO VICENTE,11310071,RUA JACOB EMMERICH,365,CENTRO,(13)34664994,-23967755.0,-46385015.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ANTONIO JOSE ORSI FALLEIROS SAO VICENTE,11310000,RUA IPIRANGA,333,CENTRO,(13)34671954,-239646905788.0,-463873887062.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ANA PAULA RODRIGUES FERNANDES SOUZA MARQUES SAO VICENTE,11310080,FREI GASPAR,931,CENTRO,(13)35681549,-23.934852,-46.3303329,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
VICENTINA PORTOLESI GONCALVES SAO VICENTE,11310080,FREI GASPAR,739,CENTRO,(13)34673740,-23.934852,-46.3303329,ATENDIMENTO SOMENTE PELA MANHA,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ALFREDO RECLUSA ILSE SAO VICENTE,11310000,FREI GASPAR,739,CENTRO,(13)34673740,-23.9359122,-46.3305821,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JULIO CESAR MENDONCA PINHEIRO SAO VICENTE,11320001,AV PRESIDENTE WILSON,1473,CENTRO,(13)34686267,-239654405801.0,-463820618391.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
PAULO ROBERTO ALONSO CARNEIRO SAO VICENTE,11310060,IPIRANGA,333,CENTRO,(13)34671954,-23964665.0,-46387425.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
RICARDO GONCALVES SAO VICENTE,11310061,RUA FREI GASPAR,739,CENTRO,(13)34673740,-23.9359122,-46.3305821,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JOSE LUIZ SOARES MAGALHAES SAO VICENTE,11310000,RUA IPIRANGA,333,CENTRO,(13)34671954,-18.9174223,-48.2704503,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CARLY ARIGON FELIPPI SAO VICENTE,11310050,AV PRESIDENTE WILSON,1147,CENTRO,(13)30224947,-23.6072471,-46.5797221,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ROSEMARY MENDES FRANCISCO SAO VICENTE,11320001,AV PRESIDENTE WILSON,1473,CENTRO,(13)34693596,-23.6072471,-46.5797221,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
VERAS CLINICA MEDICA SAO VICENTE,11310000,RUA IPIRANGA,333,CENTRO,(13)34671954,-239646436428.0,-463873935457.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CASSIUS MARCELLIUS CAMPOS BITTENCOURT SAO VICENTE,11320001,AV PRESIDENTE WILSON,1473,CENTRO,(13)34693799,-23965367.0,-4638224.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
GERSON ARANHA SAO VICENTE,11310060,RUA FREI GASPAR,739,CENTRO,(13)34683868,-23965625.0,-46386685.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
VIVIANA ZAPAROLLI DE OLIVEIRA MENEZES SAO VICENTE,11310100,AV CAP MOR AGUIAR,658,CENTRO,(13)34671133,-23.9645299,-46.3911117,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
DULCE MARIA OLIVEIRA SANTOS FREIRE SAO VICENTE,11310080,RUA XV DE NOVEMBRO,260,CENTRO,(13)34693999,-25.4305491,-49.2699936,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
DENISE LIE MOLINA GROSSI SAO VICENTE,11310020,AV CAPITAO MOR AGUIAR,658,CENTRO,(13)34671133,-23.9645299,-46.3911117,ATENDIMENTO SOMENTE PELA MANHA,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CENTRO TERAPEUTICO SAO VICENTE,11310010,RUA MARTIM AFONSO,251,CENTRO,(13)34665969,-239672282.0,-463857822.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CENTRO MEDICO SAO LUIZ GONZAGA SC LTDA SAO VICENTE,11310903,AV CAPITAO MOR AGUIAR,658,CENTRO,(13)34671133,-239653760433.0,-463914110187.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARIA LUIZA MOURA SALES SAO VICENTE,11310061,RUA FREI GASPAR,931,CENTRO,34688798,-23964537.0,-46388633.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
HELVECIO SIQUEIRA SAO VICENTE,11310100,RUA BENJAMIM CONSTANT,46,CENTRO,(13)34687126,-20.6665272,-43.7876992,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
EDISON GERALDO TAGLIETA SAO VICENTE,11310100,RUA JOAO RAMALHO,1055,CENTRO,(13)34681001,-21.1660911,-47.8008039,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARCIA ROSSETTO SAO VICENTE,11310500,BENJAMIN CONSTANT,61,CENTRO,(13)34686429,-23963693.0,-46385101.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JOSE MARIA EVANGELISTA BARBOSA DOS SANTOS SAO VICENTE,11310030,RUA EXPEDICIONARIOS VICENTINOS,80,CENTRO,(13)34676919,-2396426.0,-4638502.0,ATENDIMENTO SOMENTE PELA MANHA,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MAX MATOS SERRUYA SAO VICENTE,11310510,RUA EXPEDICIONARIOS VICENTINOS,80,CENTRO,(13)34676919,-239647969.0,-463843035.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ROBERTO ALCANTARA ZARATE SAO VICENTE,11320100,AV PRESIDENTE WILSON,1033,CENTRO,(13)34676566,-239673531522.0,-4637858259.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
HELCIO LUIS RIGO GADDINI SAO VICENTE,11320100,AV PRESIDENTE WILSON,1033,CENTRO,(13)34676566,-239673727597.0,-463785504034.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ELI CELICE DIAS SAO VICENTE,11320100,AV PRESIDENTE WILSON,1033,CENTRO,(13)34676566,-239686624.0,-46375718.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA RADIOLOGICA DE SANTOS SC LTDA SAO VICENTE,11310421,RUA IPIRANGA,263,CENTRO,(13)34684412,-23965182855.0,-463877052457.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ALETHEA GOUVEIA DIAS CABRAL SAO VICENTE,11310010,RUA MARTIM AFONSO,251,CENTRO,(13)30131646,-11.9832761,-55.2778785,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
FUNDASV FUNDACAO SAO VICENTE SAO VICENTE,11320001,AVPRESIDENTE WILSON,1473,CENTRO,(13)34697869,-23.9677395,-46.3481864,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARIA CRISTINA SILVA PINTO PIEDADE SAO VICENTE,11310050,RUA JOAO RAMALHO,1100,CENTRO,34687274,-23.8453438,-46.1333948,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CARLOS ALBERTO SILVA PINTO SAO VICENTE,11310090,RUA JOAO RAMALHO,1100,CENTRO,34687274,-23.8453438,-46.1333948,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
JOSE AUGUSTO FALEIROS DINIZ SAO VICENTE,11310030,PRACA DA BANDEIRA,23,CENTRO,34668133,-26.2439428,-48.6395382,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
VALDIRENE FATIMA DE OLIVEIRA SIQUEIRA SAO VICENTE,11310000,RUA BENJAMIN CONSTANT,46,CENTRO,34687126,-25.4299296,-49.2633058,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
GILBERTO SIQUEIRA SAO VICENTE,11310000,RUA BENJAMIN CONSTANT,46,CENTRO,34697126,-25.4299296,-49.2633058,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
OSWALDIR DIAS SAO VICENTE,11310000,RUA BENJAMIN CONSTANT,46,CENTRO,34687126,-25.4299296,-49.2633058,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARIA LYGIA TOLEDO SAWAYA ALVES SAO VICENTE,11310061,RUA FREI GASPAR,637,CENTRO,34697462,-23.934852,-46.3303329,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ODONTO PREV SAO VICENTE,11320001,AV PRESIDENTE WILSON,1169,CENTRO,34682013,-23.6072471,-46.5797221,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA MEDICA SAO JOSE SAO VICENTE,11320020,TIBIRICA,439,CENTRO,13 35690200,-239654699919.0,-463820511103.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ADRIANO DE SOUZA MIZAEL SAO VICENTE,11310500,BENJAMIN CONSTANT,61,CENTRO,13996120477,-239637889379.0,-463850954824.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CENTER LASER SAO VICENTE,11310071,RUA JACOB EMMERICH,365,CENTRO,34676342,-23.967906,-46.384924,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
WANESSA VAZ FERNANDES PEREIRA SAO VICENTE,11310070,RUA JACOB EMMERICH,878,CENTRO,13 34678504,-23.965482,-46.389158,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ANGELO DOS SANTOS PINHEIRO SAO VICENTE,11310071,RUA JACOB EMMERICH,379,CENTRO,34679780,-23968518971.0,-463857847452.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MEDIALISE CENTRO DE HEMODIALISE SAO VICENTE,11310330,TREZE DE MAIO,175,CENTRO,13 34678179,-239669993924.0,-4638864398.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,SIM
CLINICA FRAYHA PEDIATRIA ALERGIA IMUNOLOGIA E VACINAS SV,11310400,QUINZE DE NOVEMBRO,576,CENTRO,13 34682928,-239662733.0,-463866614.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
ESPACO ALARAFRA SAO VICENTE,11310400,RUA QUINZE DE NOVEMBRO,576,CENTRO,13988803800,-239637837087.0,-46385436058.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
NEURO INFANCIA SAO VICENTE,11310420,IPIRANGA,266,CENTRO,13 88223232,-239652449296.0,-4638741053.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
LABI EXAMES UNIDADE SAO VICENTE,11310050,JOAO RAMALHO,570,CENTRO,11 38534009,-239660484211.0,-463829684258.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,,,0.0,0.0,NAO
NF ODONTOLOGIA A ARTE DE SORRIR SAO VICENTE,11310061,FREI GASPAR,910,CENTRO,13 34688000,-239641437212.0,-463877517847.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
POSTO DE VACINACAO BRISAMAR SV,11310060,RUA FREI GASPAR,365,CENTRO,,-2396800375.0,-463839243549.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
HOME SAUDE VIDA SAO VICENTE,11310060,FREI GASPAR,739,CENTRO,13 89346184,-239654969526.0,-463867342472.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
MYLENA VIEIRA ODONTOLOGIA SAO VICENTE,11310400,QUINZE DE NOVEMBRO,576,CENTRO,13 74204927,-239637853.0,-463853854.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ZAQUENIRA BATISTA BELCHIOR DE OLIVEIRA SAO VICENTE,11310180,RUA MARQUES DE SAO VICENTE,166,CENTRO,13997410383,-239688719029.0,-463906931877.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ODONTO MATER SAO VICENTE,11320020,TIBIRICA,373,CENTRO,13 91528914,-239660190095.0,-463823676109.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
LUCIANE VERGINIA SANTOS DA SILVA MENDIETA SV,11310071,JACOB EMERICK,365,CENTRO,,-239678033007.0,-463850390911.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
DROGARIAS NISSEI SAO VICENTE,11320000,AV PRESIDENTE WILSON,218,CENTRO,4132138364,-239710309.0,-463709772.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
ENDOSONI SAO VICENTE,11310400,RUA XV DE NOVEMBRO,576,CENTRO,1382178239,-239637853.0,-463853854.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
INSTITUTO PAZ PSICOLOGIA DE A A Z LTDA SAO VICENTE,11320915,PRESIDENTE WILSON,1473,CENTRO,13 981409355,-239653596978.0,-463820403814.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ESTIMULO NEURO SAO VICENTE,11310060,FREI GASPAR,931,CENTRO,13 97332663,-239647837165.0,-463884401321.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
MAXI EXAMES SAO VICENTE,11310070,RUA JACOB EMERICK,365,CENTRO,1334679303,-239682741161.0,-463836992187.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
CLINICA MULTIDICIPLINAR SERSINAPSI SAO VICENTE,11310050,R JOAO RAMALHO,825,CENTRO,1313997768353,-239660831708.0,-463830925047.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
ACS VIDA,11310061,FREI GASPAR,739,CENTRO,45 98385606,-239656072465.0,-463866001368.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
UNIDADE DE SAUDE DA MULHER SV,11310400,R XV DE NOVEMBRO,176,CENTRO,13-34650900,-239670508623.0,-463869273663.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,SIM
IOFA INSTITUTO ORAL E FACIAL SV,11310050,JOAO RAMALHO,570,CENTRO,13 96100542,-239659994018.0,-463831776381.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
ANTONIO ARNALDO ROMAO FILHO SAO VICENTE,11310050,RUA JOAO RAMALHO,825,CENTRO,34696248,-239658552.0,-463835393.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
FLAVIO PROENCA MARTINS DE OLIVEIRA SAO VICENTE,11320001,AV PRESIDENTE WILSON,1033,CENTRO,34676566,-239672297812.0,-463785937428.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
COD RADIOGRAFIAS SAO VICENTE,11310071,RUA JACOB EMMERICH,379,CENTRO,34677659,-23967798.0,-46385139.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
APARECIDO MAURILO ZABINI JUNIOR,11320915,AVENIDA PRESIDENTE WILSON,1473,CENTRO,1334674699,-239653870511.0,-463822076457.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
INSTITUTO DE REABILITACAO FISIOLIFE SAO VICENTE,11310071,RUA JACOB EMERICH,365,CENTRO,(13) 35684987,-2396776.0,-46385015.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,SIM
PAJP ODONTO LTDA SAO VICENTE,11310400,RUA QUINZE DE NOVEMBRO,576,CENTRO,1334686447,-23963599334.0,-463853494747.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
ENEIDA RIVA FERREIRA SAO VICENTE,11310061,RUA FREI GASPAR,637,CENTRO,34678766,-23.934852,-46.3303329,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CREFORM SISTEMA DE SAUDE SAO VICENTE,11320120,RUA RANGEL PESTANA,209,CENTRO,34663360,-22.9107729,-47.0657934,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
KATYA CHRISTINA DA COSTA FERNANDES SAO VICENTE,11390001,AV ANTONIO EMERICH,245,CENTRO,34664110,-23.962599,-46.380445,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
